mtry,splitrule,min.node.size,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,num.trees,max.depth
30,gini,7,0.93792583449219,0.913325622868611,0.8502295918367347,7.555146636299235e-4,0.0023093213345156223,0.0012530711179643346,150,30
50,gini,1,0.9382149723874661,0.9154052635629372,0.8507780612244898,7.885763287795864e-4,0.0028527602501229755,9.746913691244908e-4,150,30
50,gini,3,0.9378775723644868,0.9152518454322491,0.8497321428571428,7.110365565422115e-4,0.0026898445165173756,5.693549520578117e-4,150,30
50,gini,5,0.9379867884555225,0.9150643401053933,0.8507653061224489,7.586592229810807e-4,0.002262034617687924,8.403497419071606e-4,150,30
50,gini,7,0.9377383015255953,0.9147859137420256,0.8495727040816327,8.13743158504317e-4,0.0023434784671954503,0.0011926190929698677,150,30
70,gini,1,0.937903252716524,0.9162064359239578,0.8496173469387756,7.886192483686588e-4,0.0029742016459556905,0.0014409596336345855,150,30
70,gini,3,0.9379857115213689,0.9159848354909108,0.8499489795918367,5.666360143740517e-4,0.002909206752111675,9.935479459113354e-4,150,30
70,gini,5,0.9376512551627834,0.9162177973002964,0.8493239795918367,8.747167932556019e-4,0.0030655383890713464,0.0010646404102778544,150,30
70,gini,7,0.9377655670734705,0.9153313987966895,0.8507015306122448,8.206117010356305e-4,0.0029425734268038136,0.001038679685899376,150,30
90,gini,1,0.9375442788479712,0.9164109807324569,0.8504910714285714,0.0010988351421552692,0.0029063380240256496,9.53065201915635e-4,150,30
90,gini,3,0.9375285792792198,0.9154848141830838,0.8501275510204082,6.965423944078554e-4,0.00295785032995897,5.744223065896504e-4,150,30
90,gini,5,0.9374992954623662,0.9156439118719378,0.8504272959183673,5.008575447327106e-4,0.0031957420149449187,8.075223773305946e-4,150,30
90,gini,7,0.9373956076439433,0.9158711873431374,0.8500127551020409,8.738234345331536e-4,0.002766024574645873,0.0016649866964778015,150,30
110,gini,1,0.9374585327152061,0.9165416880562172,0.8504591836734694,0.001091973218098044,0.0037537730333520435,0.0013736925128448082,150,30
110,gini,3,0.9374391481496227,0.9164734960681155,0.8500829081632654,8.780970321941075e-4,0.0033872707273052208,0.0012908831252378275,150,30
110,gini,5,0.9372081864390122,0.9158825574366446,0.8497448979591837,8.847314328822673e-4,0.0030434036552295482,0.0016487850472952576,150,30
110,gini,7,0.937206472148216,0.9157234674963849,0.8499744897959184,9.541483961611203e-4,0.0035250381504962837,0.001873714287423091,150,30
130,gini,1,0.9373090114314138,0.916354171590757,0.8497321428571428,9.199623023746923e-4,0.0030032295339013355,0.001831617775009214,150,30
130,gini,3,0.9370629372620684,0.915587092560208,0.8502359693877551,7.639477878947173e-4,0.0037260474411370055,0.0011498620142259047,150,30
130,gini,5,0.9369850293989721,0.9157916449558723,0.8502742346938775,7.386041645301402e-4,0.0030100077439905665,0.0019376370768104615,150,30
130,gini,7,0.9367958144708621,0.9158939234944257,0.8497257653061224,7.679560534366677e-4,0.0031511014696210212,0.0019359307976823832,150,30
1,gini,1,0.8904639780749349,0.9131040112969597,0.6474489795918368,0.005016419908203884,0.0045903272777666915,0.00830077526865124,150,50
1,gini,3,0.8881281010994825,0.9114732768555409,0.641077806122449,0.006068560148710813,0.004972680731821434,0.008440394227260875,150,50
1,gini,5,0.8893782322555953,0.911439202896555,0.6466007653061224,0.002880445412489438,0.00619801731371106,0.005648571772702958,150,50
1,gini,7,0.8882525946311884,0.911632381485844,0.6447831632653062,0.006535812647477556,0.005527720047883185,0.008757488790837641,150,50
5,gini,1,0.935362140042295,0.9230874107247528,0.8230102040816326,0.0015104359620077433,0.0038999029688098685,0.004504567266229594,150,50
5,gini,3,0.9352949979704214,0.9260875800589804,0.8181377551020408,0.0015756870193370694,0.004984158446762274,0.003518535992868517,150,50
5,gini,5,0.9349004685703217,0.9252693737049041,0.8191071428571428,0.0018291089903156293,0.005355267954981117,0.005732767451302934,150,50
5,gini,7,0.9347695021420973,0.9246329630937151,0.8185650510204081,0.0017411154500396502,0.0035642794326268207,0.005622852047202668,150,50
10,gini,1,0.9384491583557816,0.9150359284316653,0.8466900510204082,0.0012112651699588452,0.004245051385380626,0.0013175470927159903,150,50
10,gini,3,0.9386363776759762,0.9128596929541068,0.8485650510204081,0.001043151064007129,0.00320636616212466,0.0016687078870607232,150,50
10,gini,5,0.9383213925974616,0.9131267598782845,0.84796556122448985,8.018968404686435e-4,0.0032308675539973806,0.0014436738719289077,150,50
10,gini,7,0.9382894692977476,0.91303014346356,0.8478443877551021,8.628724688930798e-4,0.0029085414739380075,0.001964477238542532,150,50
30,gini,1,0.9384171797488853,0.9144449941587788,0.8507653061224489,8.647039899901339e-4,0.002806706509406093,0.0014436034367876329,150,50
30,gini,3,0.9386034181165351,0.9135074478301556,0.8516262755102041,8.187259576237951e-4,0.0028500102957759667,6.734283189395153e-4,150,50
30,gini,5,0.9380363086578193,0.9131722032850614,0.8513839285714285,7.306731785167848e-4,0.002569712066590094,4.963644312760441e-4,150,50
30,gini,7,0.9380354021653232,0.9131437943556272,0.8508545918367347,8.477178914637363e-4,0.002262100811146402,2.6430313501406993e-4,150,50
50,gini,1,0.9383102268707783,0.9154564044465043,0.8516517857142857,8.477964309735529e-4,0.002932409034453587,8.652106419332907e-4,150,50
50,gini,3,0.9382228755877973,0.9147518152458245,0.8510841836734694,8.331932371347971e-4,0.002620117049802975,5.978422595424853e-4,150,50
50,gini,5,0.9380230602465576,0.9141552093247952,0.8514795918367347,6.57950293216829e-4,0.003047402133046857,0.001626994388932582,150,50
50,gini,7,0.9378606273968636,0.9140756574132163,0.8510140306122449,7.264538463322253e-4,0.0022479522214791953,0.0011949188998060464,150,50
70,gini,1,0.9382660761087359,0.9158939181672671,0.8515497448979592,7.696668633038375e-4,0.00217237228246177,3.954595917838753e-4,150,50
70,gini,3,0.937969636512357,0.9156041362390065,0.851906887755102,7.088023114080963e-4,0.002985967415044222,0.0012305533859921641,150,50
70,gini,5,0.9379499321099094,0.9150245610824519,0.8521301020408163,8.446301357046082e-4,0.0026738713765293008,0.0013080588797339926,150,50
70,gini,7,0.9377592713904526,0.9148370578541736,0.8519706632653061,8.839333143013717e-4,0.00298122136150654,5.579901584903468e-4,150,50
90,gini,1,0.9377182301880155,0.9154791281677559,0.8518558673469387,8.056237302567877e-4,0.0031163606900450657,0.0013000665520961575,150,50
90,gini,3,0.9377536651791314,0.9158314163916484,0.8516581632653061,8.853283124345641e-4,0.003361218241352164,0.0012125735549637483,150,50
90,gini,5,0.937770176083484,0.9156893754573456,0.8524808673469387,7.20989177341071e-4,0.0034537636758399555,0.0011930027019874084,150,50
90,gini,7,0.9375525827904452,0.9152859389241498,0.851875,7.96276962732777e-4,0.00267591367057961,0.0016896598989085442,150,50
110,gini,1,0.9376098527073542,0.9155018690004865,0.8519961734693877,6.132781900315567e-4,0.0036145426358008075,0.0016922456390070562,150,50
110,gini,3,0.937527565762403,0.9158541510900752,0.8522130102040816,8.12509278637847e-4,0.0032990576958228136,0.0020179684042702316,150,50
110,gini,5,0.9374567410185537,0.9147518233172768,0.8526084183673469,7.896753530688146e-4,0.0028455929404066463,0.0017295102341384453,150,50
110,gini,7,0.9372903543635779,0.9155245840045695,0.8516581632653062,6.774130156979309e-4,0.0027712984663473615,0.0016645896857319271,150,50
130,gini,1,0.9373680918330307,0.9163768987020187,0.8523341836734694,8.689666159445451e-4,0.003665094405998899,0.0017927328815701086,150,50
130,gini,3,0.9371877581425817,0.9149109313375899,0.8524426020408163,8.273320666867901e-4,0.003354300298236363,0.0013535591445783873,150,50
130,gini,5,0.9373051716356692,0.9148654656536045,0.8522448979591837,7.539798037910755e-4,0.003462620420740221,0.0012581729893528322,150,50
130,gini,7,0.9370529370008674,0.915007526282251,0.8518367346938776,6.456436776956389e-4,0.004190577118469339,0.0019386863483123028,150,50
5,gini,1,0.9353207925769192,0.9249966209268278,0.8199107142857143,0.0014270939369522143,0.00418539315081481,0.002377359925698279,150,70
5,gini,3,0.9351669828204027,0.9241784048870088,0.8210076530612245,0.001615688192256871,0.0032214524589802757,0.0071849205052928735,150,70
5,gini,5,0.9349579628543311,0.9218487516016203,0.8224489795918367,0.0015094076028484445,0.004284497925608394,0.003623717530828249,150,70
5,gini,7,0.9347697052107994,0.922865824658891,0.8221811224489796,0.0017917042669968002,0.0033612298833563007,0.0024559368517881076,150,70
10,gini,1,0.9383511291828625,0.9130415279242524,0.8488456632653061,7.775901592512933e-4,0.0036265093773879455,0.001152247164438738,150,70
10,gini,3,0.9382979696117828,0.912569913608711,0.8485650510204081,0.0012679181220708981,0.0034808177883536677,0.0014706444588775942,150,70
10,gini,5,0.9383535897829811,0.9128881057578382,0.8481122448979592,7.993583082251494e-4,0.0024204472781737527,9.344254910275036e-4,150,70
10,gini,7,0.9382195265768677,0.913109725885229,0.8477168367346939,0.0010710683919378297,0.004607999098464354,0.0013933525997956628,150,70
30,gini,1,0.9384213834810786,0.9138938185687736,0.8507079081632652,0.001007507744264605,0.0020594919765582376,5.212453250434499e-4,150,70
30,gini,3,0.9383687679080127,0.9138767821542824,0.8510522959183674,7.096199994503989e-4,0.00323336105873342,0.0015886375901889085,150,70
30,gini,5,0.9381930080243446,0.9130699192579205,0.8521747448979592,5.681190955644714e-4,0.00241303673638251,0.0016395702577828753,150,70
30,gini,7,0.9380620157404065,0.913206296454104,0.851454081632653,7.440701400202715e-4,0.002427840741244281,0.0012338954372526421,150,70
50,gini,1,0.9383176872675628,0.9154734431210023,0.8510267857142857,7.348942210971294e-4,0.002331387909892487,7.899543730793696e-4,150,70
50,gini,3,0.9381233958392655,0.9145472697916092,0.8521875,9.290924183549223e-4,0.003552461532925801,7.581644884558921e-4,150,70
50,gini,5,0.9380209264706225,0.9142802144903229,0.8518239795918368,6.986984401787896e-4,0.0022859213686258527,5.42747952278208e-4,150,70
50,gini,7,0.9379027201132389,0.9146552303097643,0.8518877551020408,6.993663991232773e-4,0.0029494437077186306,0.0014660393240697415,150,70
70,gini,1,0.9379608325797568,0.9159564233328957,0.8512308673469388,5.625723385083997e-4,0.0032503125474075112,9.871307711020437e-4,150,70
70,gini,3,0.9380305460815743,0.9157802808352399,0.8520216836734694,8.461658777838939e-4,0.0031986267252486827,8.893197052878369e-4,150,70
70,gini,5,0.9377195403833742,0.915473449255306,0.8521492346938776,7.240443116493183e-4,0.0029834220081863274,0.0010222997454637029,150,70
70,gini,7,0.9376943822288059,0.914888192764866,0.8519323979591836,6.720705816799294e-4,0.0029197297916790004,8.916035295550269e-4,150,70
90,gini,1,0.9377339657971735,0.9157916452787304,0.851670918367347,5.103060866734184e-4,0.003233405025145954,0.001002970017470812,150,70
90,gini,3,0.9377480284923867,0.9155643643189432,0.8518494897959183,6.710212091857531e-4,0.003407385860882111,0.0010988559273031348,150,70
90,gini,5,0.9377282632135758,0.9152916188051738,0.8521938775510204,8.780851621589911e-4,0.0029683947635385263,0.0011925764621288472,150,70
90,gini,7,0.9374936541656976,0.9154677698585691,0.8517410714285715,9.703335129824774e-4,0.003443038548858358,7.803058122032034e-4,150,70
110,gini,1,0.937466552622399,0.9160416601297992,0.8517538265306123,6.832426009247471e-4,0.0031120245262673,0.001780153742281227,150,70
110,gini,3,0.9374845207175349,0.9153029879301067,0.8526339285714286,8.911600324263168e-4,0.0031797005545160057,9.450295472739458e-4,150,70
110,gini,5,0.9372530550932382,0.9153654950328839,0.851811224489796,6.51681675143804e-4,0.0033556586761945366,0.0018029134826660007,150,70
110,gini,7,0.9370651678085322,0.9150813828156174,0.8521938775510204,7.246768359392863e-4,0.0026495682857228834,0.0013049457465532416,150,70
130,gini,1,0.9371628727330132,0.9157802860009694,0.8515816326530612,6.483229709933924e-4,0.004007021980285134,0.0016394462170611272,150,70
130,gini,3,0.937094427029524,0.9150472986866015,0.8522640306122449,0.001006350092723397,0.0035027966004003673,0.0015897573066982018,150,70
130,gini,5,0.9370657813998411,0.9146495489758787,0.8524681122448979,0.001007970964768783,0.0037778135212566126,0.0015962361734364258,150,70
130,gini,7,0.9369880387767299,0.9149677495193164,0.8523086734693878,8.40952292987281e-4,0.003190302676004124,0.001697644904977629,150,70
150,gini,1,0.9369376463358812,0.9158427874537299,0.8514732142857143,7.415940040308841e-4,0.00394661000449286,0.001760105873850057,150,70
150,gini,3,0.9371113735667743,0.9147972851269651,0.8526147959183673,8.208512583158466e-4,0.0036775824035889574,0.0014411360380710112,150,70
150,gini,5,0.9368391181838136,0.9142574878633486,0.8524234693877552,9.425935095305606e-4,0.003755157432252892,0.001974467548522016,150,70
150,gini,7,0.9368003298424076,0.9143768076592645,0.8518749999999999,0.0010162821888009088,0.0037881005728955526,0.0019679421557435755,150,70
5,gini,1,0.9354034481659784,0.9253091444949642,0.8210012755102041,0.0015263580004975304,0.004521357778677896,0.005495186407001944,150,70
5,gini,3,0.9354052957580046,0.9233033721183246,0.8243176020408163,0.0016141075808135696,0.0053675731835252935,0.0022468538557420437,150,70
5,gini,5,0.9351425484040248,0.9234169652187929,0.8229591836734694,0.0014879494531848693,0.003380179817491944,0.005339747175520548,150,70
5,gini,7,0.934473235195469,0.9240647485063539,0.8199170918367347,0.001616358362331908,0.002626385501358835,0.00621339270134696,150,70
10,gini,1,0.9385149559906217,0.9138370162070938,0.8477869897959184,8.548571644932283e-4,0.0037289786004965665,0.0016304281216287994,150,70
10,gini,3,0.9386355485829816,0.9130699318493861,0.8476785714285714,9.154889344523635e-4,0.00372400520722015,9.837256163934102e-4,150,70
