alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
1,0.0053,0.911132685202035,0.892887178218819,0.8038775510204081,6.242867418260957e-4,7.996431107647759e-4,0.0034560795739463804
1,0.0054,0.9109846030337212,0.8928474040387491,0.8035841836734694,6.190001068508825e-4,8.373547572580936e-4,0.003428608440944569
1,0.0055000000000000005,0.9108344759725633,0.8925689812268204,0.8033418367346938,6.136932146128757e-4,7.397833172614628e-4,0.003419610505369563
1,0.0056,0.9106803145586447,0.8923530606747976,0.8030548469387755,6.084211730131434e-4,6.219753843162492e-4,0.003240759312610534
1,0.0057,0.9105248571468978,0.8923530619662299,0.8027168367346939,6.083702512761822e-4,6.455809258460432e-4,0.003346649901786704
1,0.0058000000000000005,0.9103837047885465,0.892284876273861,0.8023533163265306,6.070312005211015e-4,6.662296549233936e-4,0.00337757414135989
1,0.0059,0.9102457144078606,0.8921882801991965,0.8020727040816327,6.055899454978701e-4,6.553326632044214e-4,0.0033918140371364145
1,0.006,0.9101052082300998,0.892114412688655,0.8017729591836734,6.038571276815054e-4,6.118741376291006e-4,0.0034087547843411723
1,0.0061,0.9099613145387696,0.8920746383471561,0.8014923469387755,6.021303342955409e-4,5.263017183323507e-4,0.0035991092018809174
1,0.006200000000000001,0.9098146914209598,0.8920348631985118,0.8010076530612246,5.997697785784595e-4,4.588762197857222e-4,0.0035055217318843497
1,0.0063,0.909670375859037,0.8919269031646438,0.8007142857142857,6.009174540800371e-4,4.508860229392433e-4,0.0034300168681958344
1,0.0064,0.9095359794055884,0.8917450790102445,0.8003252551020408,5.97110060678393e-4,4.816407792025901e-4,0.003450985908494694
1,0.006500000000000001,0.9094009970918626,0.8917450801402478,0.7999170918367347,5.934138775481714e-4,5.498147518348651e-4,0.003458358985095937
1,0.0066,0.9092626743870035,0.8916882593756565,0.7996045918367347,5.882603079889195e-4,5.383175172215703e-4,0.003496954347158671
1,0.0067,0.909121539258727,0.8915348423749718,0.7992538265306123,5.845399972243432e-4,4.4445424758355093e-4,0.0034321654586465878
1,0.0068000000000000005,0.9089776835841484,0.8912393783056805,0.7988711734693877,5.80128132267759e-4,4.8789911911264344e-4,0.003500732388825733
1,0.0069,0.9088344485190788,0.8911257369379271,0.7984375,5.774229707190229e-4,4.7443202501699894e-4,0.0035985864975069783
1,0.007,0.9087039884319911,0.8910575517298454,0.7980803571428572,5.672654312623233e-4,4.5105658558478474e-4,0.003556835734433482
1,0.0071,0.908575597955788,0.8909098178387657,0.7978380102040816,5.535218416921114e-4,4.359185242202409e-4,0.0034884242189104214
1,0.007200000000000001,0.9084447721087623,0.8909211814751109,0.7975956632653061,5.406223015224077e-4,4.291792580816871e-4,0.0035217279072017626
1,0.0073,0.9083114992944399,0.8908643605490907,0.7971619897959183,5.268481222940877e-4,3.913599463891475e-4,0.0035707879117432267
1,0.0074,0.908175578786791,0.8908245854004464,0.7967729591836735,5.123354615162626e-4,4.1157303994313754e-4,0.0036058128655023797
1,0.007500000000000001,0.9080386243791669,0.8904836572614601,0.7965114795918368,5.009376384376799e-4,4.801014785758786e-4,0.0038300897563437316
1,0.0076,0.9079087116446927,0.8903870618325118,0.7962117346938775,4.925259986043393e-4,4.374761262553734e-4,0.003817445102531195
1,0.0077,0.9077962515256064,0.8903984245002828,0.7958992346938776,4.815778700883826e-4,4.708029705609287e-4,0.0038012424388994166
1,0.0078000000000000005,0.9076842701320242,0.8903018287484764,0.7955357142857143,4.6954807276619994e-4,5.131741103777805e-4,0.0039062174613389016
1,0.0079,0.9075701191860622,0.8899893111532147,0.7953188775510204,4.572291295122956e-4,6.570866931546879e-4,0.003911966090570504
1,0.008,0.9074543797661793,0.8899665829119499,0.7950255102040816,4.446995341132252e-4,6.890335636820991e-4,0.003930869159753862
